review,rv,rvYear,rvUnits,startYear,studyLength,sampleDepth,controlValue,trtValue,percentChange,norm,Duration of Study,Number of Species,Type of Species,Soil Sample Depth,doi,title,authors,authors_abbrev,pubyear,journal,volume_issue,pages
Cover Crops,"potentially mineralizable carbon, corn for silage",4,microgram C02-C/g soil,2014,4,0-30 cm,109.9,147.7,34.39,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"potentially mineralizable carbon, corn for silage",4,microgram C02-C/g soil,2014,4,0-30 cm,109.9,134.2,22.11,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"potentially mineralizable carbon, corn for silage",4,microgram C02-C/g soil,2014,4,0-30 cm,72,85.1,18.19,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"potentially mineralizable carbon, corn for silage",4,microgram C02-C/g soil,2014,4,0-30 cm,72,82.4,14.44,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for grain",4,g/kg soil,2014,4,0-30 cm,4.27,4.03,-5.62,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for grain",4,g/kg soil,2014,4,0-30 cm,4.27,4.99,16.86,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for grain",4,g/kg soil,2014,4,0-30 cm,2.02,1.33,-34.16,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for grain",4,g/kg soil,2014,4,0-30 cm,2.02,1.69,-16.34,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for silage",4,g/kg soil,2014,4,0-30 cm,3.35,3.6,7.46,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for silage",4,g/kg soil,2014,4,0-30 cm,3.35,3.78,12.84,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for silage",4,g/kg soil,2014,4,0-30 cm,1.37,1.22,-10.95,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,"particulate organic matter-carbon (POM-C), corn for silage",4,g/kg soil,2014,4,0-30 cm,1.37,1.26,-8.03,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.agee.2019.106649,Small soil C cycle responses to three years of cover crops in maize cropping systems,"Cates, a.M., Ruark, M.D., Grandy, A.S., & Jackson, R.D.",Cates et al.,2019,"Agriculture, Ecosystems and Environment",286,106649
Cover Crops,free-POM (f-POM) mass distribution,4,% total,2011,4,0-30 cm,0.31,0.2,-0.11,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,free-POM (f-POM) mass distribution,4,% total,2011,4,0-30 cm,0.34,0.45,0.11,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,free-POM (f-POM) mass distribution,4,% total,2011,4,0-30 cm,0.2,0.24,0.04,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,free-POM (f-POM) mass distribution,4,% total,2011,4,0-30 cm,0.5,0.58,0.08,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,free-POM (f-POM) mass distribution,4,% total,2011,4,0-30 cm,0.21,0.24,0.03,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,free-POM (f-POM) mass distribution,4,% total,2011,4,0-30 cm,0.5,0.43,-0.07,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,occluded-POM (o-POM) mass distribution,4,% total,2011,4,0-30 cm,19.12,18.38,-0.74,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,occluded-POM (o-POM) mass distribution,4,% total,2011,4,0-30 cm,15.44,20.59,5.15,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,occluded-POM (o-POM) mass distribution,4,% total,2011,4,0-30 cm,63.97,64.71,0.74,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,occluded-POM (o-POM) mass distribution,4,% total,2011,4,0-30 cm,63.97,68.38,4.41,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,occluded-POM (o-POM) mass distribution,4,% total,2011,4,0-30 cm,15.44,16.91,1.47,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,occluded-POM (o-POM) mass distribution,4,% total,2011,4,0-30 cm,11.76,16.91,5.15,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,mineral associated organic matter (MAOM) mass distribution,4,% total,2011,4,0-30 cm,63.12,66.79,3.67,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,mineral associated organic matter (MAOM) mass distribution,4,% total,2011,4,0-30 cm,65.32,63.85,-1.47,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,mineral associated organic matter (MAOM) mass distribution,4,% total,2011,4,0-30 cm,25.69,24.95,-0.74,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,mineral associated organic matter (MAOM) mass distribution,4,% total,2011,4,0-30 cm,24.95,22.02,-2.93,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,mineral associated organic matter (MAOM) mass distribution,4,% total,2011,4,0-30 cm,70.46,68.99,-1.47,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,mineral associated organic matter (MAOM) mass distribution,4,% total,2011,4,0-30 cm,72.66,68.99,-3.67,2,4 years,Single species,Non-legume,0-30 cm,10.1016/j.geoderma.2019.114001,Rapid and distinct responses of particulate and mineral-associated organic nitrogen to conservation tillage and cover crops,"Jilling, A., Kane, D., Williams, A., Yannarell, A.C., Davis, A., Jordan, N.R., Koide, R.T., Mortensen, D.A., Smith, R.G., Snapp, S.S., Spokas, K.A., & Grandy, A.S.",Jilling et al.,2020,Geoderma,359,114004-10
Cover Crops,particulate organic matter (fPOM) including macro organic matter fractions,1,kg N/ha,2009,1,0-30 cm,71.3,96,34.64,2,1 year,Single species,Non-legume,0-30 cm,10.2136/sssaj2013.09.0403,Retention of 15N-labeled fertilizer in an Illinois prairie soil with winter rye,"Blesh, J., & Drinkwater, L.E.",Blesh & Drinkwater,2014,Journal of Soil Biology and Biochemistry,78,496-508
Cover Crops,particulate organic matter (oPOM),1,kg N/ha,2009,1,0-30 cm,293,287,-2.05,2,1 year,Single species,Non-legume,0-30 cm,10.2136/sssaj2013.09.0403,Retention of 15N-labeled fertilizer in an Illinois prairie soil with winter rye,"Blesh, J., & Drinkwater, L.E.",Blesh & Drinkwater,2014,Journal of Soil Biology and Biochemistry,78,496-508
Cover Crops,soil organic matter,1;2,%,2014,2,0-60 cm,2.05,2.03,-0.02,2,2 years,Single species,Rotation of Cover Crops,0-60 cm,10.2134/agronj2016.10.0613,Tillage and cover cropping effects on soil properties and crop production in Illinois,"Dozier, I.A., Behnke, G.D., Davis, A.S., Nafziger, E.D., & Villamil, M.B.",Dozier et al.,2017,Agronomy Journal,109,1261-1270
Cover Crops,soil organic matter,1;2,%,2014,2,0-60 cm,2.05,2.11,0.06,2,2 years,Single species,Rotation of Cover Crops,0-60 cm,10.2134/agronj2016.10.0613,Tillage and cover cropping effects on soil properties and crop production in Illinois,"Dozier, I.A., Behnke, G.D., Davis, A.S., Nafziger, E.D., & Villamil, M.B.",Dozier et al.,2017,Agronomy Journal,109,1261-1270
Cover Crops,soil organic matter,1;2,%,2014,2,0-60 cm,2.05,2.01,-0.04,2,2 years,Single species,Non-legume,0-60 cm,10.2134/agronj2016.10.0613,Tillage and cover cropping effects on soil properties and crop production in Illinois,"Dozier, I.A., Behnke, G.D., Davis, A.S., Nafziger, E.D., & Villamil, M.B.",Dozier et al.,2017,Agronomy Journal,109,1261-1270
Cover Crops,soil organic matter,1;2,%,2014,2,0-60 cm,2.05,2.08,0.03,2,2 years,Single species,Non-legume,0-60 cm,10.2134/agronj2016.10.0613,Tillage and cover cropping effects on soil properties and crop production in Illinois,"Dozier, I.A., Behnke, G.D., Davis, A.S., Nafziger, E.D., & Villamil, M.B.",Dozier et al.,2017,Agronomy Journal,109,1261-1270
Cover Crops,soil organic matter,1;2,%,2014,2,0-60 cm,2.05,2.09,0.04,2,2 years,Single species,Non-legume,0-60 cm,10.2134/agronj2016.10.0613,Tillage and cover cropping effects on soil properties and crop production in Illinois,"Dozier, I.A., Behnke, G.D., Davis, A.S., Nafziger, E.D., & Villamil, M.B.",Dozier et al.,2017,Agronomy Journal,109,1261-1270
Cover Crops,total POM,1;2;3,mg POM/kg soil,2014,3,0-30 cm,13.1,15.4,17.56,2,3 years,Single species,Non-legume,0-30 cm,10.1007/s12155-017-9858-z,Can cover crop use allow increased levels of corn residue removal for biofuel in irrigated and rainfed systems?,"Ruis, S.J., Blanco-Canqui, H., Jasa, P.J., Ferguson, R.B., & Slater, G.",Ruis et al.,2017,Bioenergy Research,10,992-1004
Cover Crops,total POM,1;2;3,mg POM/kg soil,2014,3,0-30 cm,13.1,13.8,5.34,2,3 years,Single species,Non-legume,0-30 cm,10.1007/s12155-017-9858-z,Can cover crop use allow increased levels of corn residue removal for biofuel in irrigated and rainfed systems?,"Ruis, S.J., Blanco-Canqui, H., Jasa, P.J., Ferguson, R.B., & Slater, G.",Ruis et al.,2017,Bioenergy Research,10,992-1004
Cover Crops,total POM,1;2;3,mg POM/kg soil,2014,3,0-30 cm,14.3,14.5,1.4,2,3 years,Single species,Non-legume,0-30 cm,10.1007/s12155-017-9858-z,Can cover crop use allow increased levels of corn residue removal for biofuel in irrigated and rainfed systems?,"Ruis, S.J., Blanco-Canqui, H., Jasa, P.J., Ferguson, R.B., & Slater, G.",Ruis et al.,2017,Bioenergy Research,10,992-1004
Cover Crops,total POM,1;2;3,mg POM/kg soil,2014,3,0-30 cm,14.3,16.4,14.69,2,3 years,Single species,Non-legume,0-30 cm,10.1007/s12155-017-9858-z,Can cover crop use allow increased levels of corn residue removal for biofuel in irrigated and rainfed systems?,"Ruis, S.J., Blanco-Canqui, H., Jasa, P.J., Ferguson, R.B., & Slater, G.",Ruis et al.,2017,Bioenergy Research,10,992-1004
Cover Crops,soil organic matter level from the top 50 mm of soil (aggregates < 0.42 mm),4,g/kg,2008,4,0-30 cm,167,171,2.4,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,soil organic matter level from the top 50 mm of soil (aggregates between 0.42 and 0.84 mm),4,g/kg,2008,4,0-30 cm,179,182,1.68,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,soil organic matter level from the top 50 mm of soil (aggregates between 0.84 and 2.0 mm),4,g/kg,2008,4,0-30 cm,214,232,8.41,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,soil organic matter level from the top 50 mm of soil (aggregates between 2.0 and 6.4 mm),4,g/kg,2008,4,0-30 cm,201,206,2.49,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,soil organic matter level from the top 50 mm of soil (aggregates between 6.4 and 19.2 mm),4,g/kg,2008,4,0-30 cm,181,190,4.97,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,soil organic matter level from the top 50 mm of soil (aggregates > 19.2 mm),4,g/kg,2008,4,0-30 cm,192,197,2.6,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,fine particulate organic matter level from the top 50 mm of soil (aggregates < 0.42 mm),4,g/kg,2008,4,0-30 cm,29.7,33.7,13.47,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,fine particulate organic matter level from the top 50 mm of soil (aggregates between 0.42 and 0.84 mm),4,g/kg,2008,4,0-30 cm,26.5,27.3,3.02,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,fine particulate organic matter level from the top 50 mm of soil (aggregates between 0.84 and 2.0 mm),4,g/kg,2008,4,0-30 cm,35.2,39.7,12.78,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,fine particulate organic matter level from the top 50 mm of soil (aggregates between 2.0 and 6.4 mm),4,g/kg,2008,4,0-30 cm,28.4,31.8,11.97,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,fine particulate organic matter level from the top 50 mm of soil (aggregates between 6.4 and 19.2 mm),4,g/kg,2008,4,0-30 cm,24.1,25.6,6.22,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,fine particulate organic matter level from the top 50 mm of soil (aggregates > 19.2 mm),4,g/kg,2008,4,0-30 cm,22.1,23.1,4.52,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,total particulate organic matter level from the top 50 mm of soil (aggregates < 0.42 mm),4,g/kg,2008,4,0-30 cm,30.5,35,14.75,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,total particulate organic matter level from the top 50 mm of soil (aggregates between 0.42 and 0.84 mm),4,g/kg,2008,4,0-30 cm,37.6,40.1,6.65,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,total particulate organic matter level from the top 50 mm of soil (aggregates between 0.84 and 2.0 mm),4,g/kg,2008,4,0-30 cm,44.3,47.8,7.9,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,total particulate organic matter level from the top 50 mm of soil (aggregates between 2.0 and 6.4 mm),4,g/kg,2008,4,0-30 cm,32.2,35.6,10.56,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,total particulate organic matter level from the top 50 mm of soil (aggregates between 6.4 and 19.2 mm),4,g/kg,2008,4,0-30 cm,26.1,29.4,12.64,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,total particulate organic matter level from the top 50 mm of soil (aggregates > 19.2 mm),4,g/kg,2008,4,0-30 cm,24.2,25.8,6.61,2,4 years,Single species,Rotation of Cover Crops,0-30 cm,10.1007/s12155-014-9413-0,Impact of corn residue removal on soil aggregates and particulate organic matter,"Osborne, S.L., Johnson, J.M.F., Jin, V.L., Hammerbeck, A.L., Varvel, G.E., & Schumacher, T.E.",Osborne et al.,2014,Bioenergy Research,7(2),559-567
Cover Crops,soil organic matter,2,%,2011,3,0-60 cm,1.42,1.56,0.14,2,3 years,Single species,Non-legume,0-60 cm,10.3390/su11102770,"Tillage, cover crop and crop rotation effects on selected chemical properties","Haruna, S.I., & Nkongolo, N.V.",Haruna & Nkongolo,2019,Sustainability,11(10),2770-2781
Cover Crops,soil organic matter,3,%,2011,3,0-60 cm,1.57,1.72,0.15,2,3 years,Single species,Non-legume,0-60 cm,10.3390/su11102770,"Tillage, cover crop and crop rotation effects on selected chemical properties","Haruna, S.I., & Nkongolo, N.V.",Haruna & Nkongolo,2019,Sustainability,11(10),2770-2781
